"","gene_id","annotation"
"13736","ENSG00000247775","lncRNA"
"13737","ENSG00000250102","lncRNA"
"13738","ENSG00000261668","lncRNA"
"13739","ENSG00000171199","protein_coding"
"13740","ENSG00000254044","lncRNA"
"13741","ENSG00000279481","TEC"
"13742","ENSG00000251260","lncRNA"
"13743","ENSG00000249555","processed_pseudogene"
"13744","ENSG00000169435","protein_coding"
"13745","ENSG00000249416","processed_pseudogene"
"13746","ENSG00000250241","lncRNA"
"13747","ENSG00000260641","lncRNA"
"13748","ENSG00000280059","TEC"
"13749","ENSG00000248877","processed_pseudogene"
"13750","ENSG00000249531","processed_pseudogene"
"13751","ENSG00000249837","lncRNA"
"13752","ENSG00000225455","processed_pseudogene"
"13753","ENSG00000250834","processed_pseudogene"
"13754","ENSG00000232327","processed_pseudogene"
"13755","ENSG00000174799","protein_coding"
"13756","ENSG00000251454","lncRNA"
"13757","ENSG00000145384","protein_coding"
"13758","ENSG00000241651","processed_pseudogene"
"13759","ENSG00000245322","lncRNA"
"13760","ENSG00000250213","processed_pseudogene"
"13761","ENSG00000164035","protein_coding"
"13762","ENSG00000227304","transcribed_processed_pseudogene"
"13763","ENSG00000249970","processed_pseudogene"
"13764","ENSG00000250655","processed_pseudogene"
"13765","ENSG00000248491","lncRNA"
"13766","ENSG00000248397","lncRNA"
"13767","ENSG00000241411","processed_pseudogene"
"13768","ENSG00000145248","protein_coding"
"13769","ENSG00000250033","lncRNA"
"13770","ENSG00000249735","unprocessed_pseudogene"
"13771","ENSG00000287416","lncRNA"
"13772","ENSG00000272777","lncRNA"
"13773","ENSG00000287021","lncRNA"
"13774","ENSG00000163285","protein_coding"
"13775","ENSG00000214980","processed_pseudogene"
"13776","ENSG00000249806","lncRNA"
"13777","ENSG00000254535","protein_coding"
"13778","ENSG00000250144","processed_pseudogene"
"13779","ENSG00000214559","lncRNA"
"13780","ENSG00000248810","lncRNA"
"13781","ENSG00000251040","lncRNA"
"13782","ENSG00000249741","processed_pseudogene"
"13783","ENSG00000145283","protein_coding"
"13784","ENSG00000197465","protein_coding"
"13785","ENSG00000234568","processed_pseudogene"
"13786","ENSG00000248749","lncRNA"
"13787","ENSG00000251049","lncRNA"
"13788","ENSG00000164066","protein_coding"
"13789","ENSG00000251286","processed_pseudogene"
"13790","ENSG00000250193","lncRNA"
"13791","ENSG00000248924","transcribed_processed_pseudogene"
"13792","ENSG00000250075","lncRNA"
"13793","ENSG00000250293","processed_pseudogene"
"13794","ENSG00000248795","processed_pseudogene"
"13795","ENSG00000249727","lncRNA"
"13796","ENSG00000249072","processed_pseudogene"
"13797","ENSG00000261166","lncRNA"
"13798","ENSG00000246541","lncRNA"
"13799","ENSG00000251398","lncRNA"
"13800","ENSG00000251199","lncRNA"
"13801","ENSG00000241261","processed_pseudogene"
"13802","ENSG00000248335","lncRNA"
"13803","ENSG00000187758","protein_coding"
"13804","ENSG00000249038","processed_pseudogene"
"13805","ENSG00000273077","lncRNA"
"13806","ENSG00000249081","unprocessed_pseudogene"
"13807","ENSG00000250791","lncRNA"
"13808","ENSG00000251691","unprocessed_pseudogene"
"13809","ENSG00000248571","lncRNA"
"13810","ENSG00000250698","lncRNA"
"13811","ENSG00000273156","lncRNA"
"13812","ENSG00000151470","protein_coding"
"13813","ENSG00000248448","processed_pseudogene"
"13814","ENSG00000286761","lncRNA"
"13815","ENSG00000279016","TEC"
"13816","ENSG00000249522","processed_pseudogene"
"13817","ENSG00000228277","lncRNA"
"13818","ENSG00000250100","unprocessed_pseudogene"
"13819","ENSG00000163631","protein_coding"
"13820","ENSG00000248209","processed_pseudogene"
"13821","ENSG00000246876","lncRNA"
"13822","ENSG00000249207","lncRNA"
"13823","ENSG00000145358","protein_coding"
"13824","ENSG00000226655","lncRNA"
"13825","ENSG00000198589","protein_coding"
"13826","ENSG00000251687","lncRNA"
"13827","ENSG00000151466","protein_coding"
"13828","ENSG00000250540","processed_pseudogene"
"13829","ENSG00000250828","unprocessed_pseudogene"
"13830","ENSG00000249091","lncRNA"
"13831","ENSG00000248802","lncRNA"
"13832","ENSG00000138769","protein_coding"
"13833","ENSG00000250325","processed_pseudogene"
"13834","ENSG00000138639","protein_coding"
"13835","ENSG00000138640","protein_coding"
"13836","ENSG00000070190","protein_coding"
"13837","ENSG00000226439","processed_pseudogene"
"13838","ENSG00000249463","lncRNA"
"13839","ENSG00000151475","protein_coding"
"13840","ENSG00000244004","processed_pseudogene"
"13841","ENSG00000249262","processed_pseudogene"
"13842","ENSG00000087128","protein_coding"
"13843","ENSG00000242431","processed_pseudogene"
"13844","ENSG00000138650","protein_coding"
"13845","ENSG00000170006","protein_coding"
"13846","ENSG00000249012","unprocessed_pseudogene"
"13847","ENSG00000250375","lncRNA"
"13848","ENSG00000198092","protein_coding"
"13849","ENSG00000251022","lncRNA"
"13850","ENSG00000287841","lncRNA"
"13851","ENSG00000179299","protein_coding"
"13852","ENSG00000261129","lncRNA"
"13853","ENSG00000250361","protein_coding"
"13854","ENSG00000250076","processed_pseudogene"
"13855","ENSG00000287542","protein_coding"
"13856","ENSG00000170153","protein_coding"
"13857","ENSG00000287565","lncRNA"
"13858","ENSG00000248510","lncRNA"
"13859","ENSG00000279913","TEC"
"13860","ENSG00000250919","unprocessed_pseudogene"
"13861","ENSG00000227725","processed_pseudogene"
"13862","ENSG00000248434","lncRNA"
"13863","ENSG00000249764","processed_pseudogene"
"13864","ENSG00000109452","protein_coding"
"13865","ENSG00000249000","lncRNA"
"13866","ENSG00000251266","lncRNA"
"13867","ENSG00000109445","protein_coding"
"13868","ENSG00000251372","lncRNA"
"13869","ENSG00000250532","lncRNA"
"13870","ENSG00000248698","transcribed_processed_pseudogene"
"13871","ENSG00000250403","processed_pseudogene"
"13872","ENSG00000145217","protein_coding"
"13873","ENSG00000272995","lncRNA"
"13874","ENSG00000163071","protein_coding"
"13875","ENSG00000138641","protein_coding"
"13876","ENSG00000272632","lncRNA"
"13877","ENSG00000250341","lncRNA"
"13878","ENSG00000059691","protein_coding"
"13879","ENSG00000286888","lncRNA"
"13880","ENSG00000078177","protein_coding"
"13881","ENSG00000251254","processed_pseudogene"
"13882","ENSG00000246090","lncRNA"
"13883","ENSG00000250977","lncRNA"
"13884","ENSG00000213448","processed_pseudogene"
"13885","ENSG00000183090","protein_coding"
"13886","ENSG00000251010","lncRNA"
"13887","ENSG00000248191","processed_pseudogene"
"13888","ENSG00000273472","lncRNA"
"13889","ENSG00000163106","protein_coding"
"13890","ENSG00000270302","lncRNA"
"13891","ENSG00000250813","processed_pseudogene"
"13892","ENSG00000248307","lncRNA"
"13893","ENSG00000250945","lncRNA"
"13894","ENSG00000251600","lncRNA"
"13895","ENSG00000249960","processed_pseudogene"
"13896","ENSG00000251432","lncRNA"
"13897","ENSG00000249184","lncRNA"
"13898","ENSG00000248715","processed_pseudogene"
"13899","ENSG00000251620","lncRNA"
"13900","ENSG00000253917","lncRNA"
"13901","ENSG00000248735","processed_pseudogene"
"13902","ENSG00000280056","TEC"
"13903","ENSG00000248890","lncRNA"
"13904","ENSG00000275647","processed_pseudogene"
"13905","ENSG00000251345","processed_pseudogene"
"13906","ENSG00000248719","lncRNA"
"13907","ENSG00000251056","unprocessed_pseudogene"
"13908","ENSG00000164161","protein_coding"
"13909","ENSG00000287117","lncRNA"
"13910","ENSG00000151962","protein_coding"
"13911","ENSG00000251051","processed_pseudogene"
"13912","ENSG00000151623","protein_coding"
"13913","ENSG00000251388","lncRNA"
"13914","ENSG00000145425","protein_coding"
"13915","ENSG00000184305","protein_coding"
"13916","ENSG00000251567","lncRNA"
"13917","ENSG00000250771","transcribed_unprocessed_pseudogene"
"13918","ENSG00000287968","lncRNA"
"13919","ENSG00000109255","protein_coding"
"13920","ENSG00000164124","protein_coding"
"13921","ENSG00000248809","lncRNA"
"13922","ENSG00000260244","lncRNA"
"13923","ENSG00000236764","processed_pseudogene"
"13924","ENSG00000138764","protein_coding"
"13925","ENSG00000248165","lncRNA"
"13926","ENSG00000249752","lncRNA"
"13927","ENSG00000249247","unprocessed_pseudogene"
"13928","ENSG00000250504","processed_pseudogene"
"13929","ENSG00000249686","unprocessed_pseudogene"
"13930","ENSG00000250038","lncRNA"
"13931","ENSG00000286580","lncRNA"
"13932","ENSG00000272727","lncRNA"
"13933","ENSG00000250191","unprocessed_pseudogene"
"13934","ENSG00000287210","lncRNA"
"13935","ENSG00000248869","lncRNA"
"13936","ENSG00000145428","protein_coding"
"13937","ENSG00000164169","protein_coding"
"13938","ENSG00000251455","lncRNA"
"13939","ENSG00000251429","transcribed_processed_pseudogene"
"13940","ENSG00000251511","lncRNA"
"13941","ENSG00000250723","lncRNA"
"13942","ENSG00000249708","lncRNA"
"13943","ENSG00000250538","lncRNA"
"13944","ENSG00000249847","lncRNA"
"13945","ENSG00000251333","processed_pseudogene"
"13946","ENSG00000249041","lncRNA"
"13947","ENSG00000215127","transcribed_processed_pseudogene"
"13948","ENSG00000249200","processed_pseudogene"
"13949","ENSG00000272576","lncRNA"
"13950","ENSG00000177432","protein_coding"
"13951","ENSG00000214671","processed_pseudogene"
"13952","ENSG00000249710","lncRNA"
"13953","ENSG00000280352","TEC"
"13954","ENSG00000280140","TEC"
"13955","ENSG00000234125","processed_pseudogene"
"13956","ENSG00000250205","processed_pseudogene"
"13957","ENSG00000270720","lncRNA"
"13958","ENSG00000245213","lncRNA"
"13959","ENSG00000250905","lncRNA"
"13960","ENSG00000228489","processed_pseudogene"
"13961","ENSG00000271977","transcribed_unprocessed_pseudogene"
"13962","ENSG00000287072","lncRNA"
"13963","ENSG00000109756","protein_coding"
"13964","ENSG00000171557","protein_coding"
"13965","ENSG00000151458","protein_coding"
"13966","ENSG00000249506","transcribed_processed_pseudogene"
"13967","ENSG00000248988","processed_pseudogene"
"13968","ENSG00000250503","lncRNA"
"13969","ENSG00000251113","processed_pseudogene"
"13970","ENSG00000250334","lncRNA"
"13971","ENSG00000271606","unprocessed_pseudogene"
"13972","ENSG00000250141","lncRNA"
"13973","ENSG00000251596","processed_pseudogene"
"13974","ENSG00000145439","protein_coding"
"13975","ENSG00000251283","lncRNA"
"13976","ENSG00000287555","lncRNA"
"13977","ENSG00000251440","processed_pseudogene"
"13978","ENSG00000288003","lncRNA"
"13979","ENSG00000227118","processed_pseudogene"
"13980","ENSG00000285783","lncRNA"
"13981","ENSG00000245954","lncRNA"
"13982","ENSG00000248387","processed_pseudogene"
"13983","ENSG00000250326","lncRNA"
"13984","ENSG00000248113","processed_pseudogene"
"13985","ENSG00000164070","protein_coding"
"13986","ENSG00000171560","protein_coding"
"13987","ENSG00000077684","protein_coding"
"13988","ENSG00000283131","unprocessed_pseudogene"
"13989","ENSG00000196782","protein_coding"
"13990","ENSG00000248977","processed_pseudogene"
"13991","ENSG00000250027","lncRNA"
"13992","ENSG00000163629","protein_coding"
"13993","ENSG00000250082","processed_pseudogene"
"13994","ENSG00000248187","lncRNA"
"13995","ENSG00000287552","lncRNA"
"13996","ENSG00000248420","unprocessed_pseudogene"
"13997","ENSG00000251256","lncRNA"
"13998","ENSG00000278981","lncRNA"
"13999","ENSG00000260265","lncRNA"
"14000","ENSG00000145451","protein_coding"
"14001","ENSG00000248747","lncRNA"
"14002","ENSG00000280711","lncRNA"
"14003","ENSG00000282855","processed_pseudogene"
"14004","ENSG00000250908","lncRNA"
"14005","ENSG00000251291","lncRNA"
"14006","ENSG00000278943","TEC"
"14007","ENSG00000250777","lncRNA"
"14008","ENSG00000242134","processed_pseudogene"
"14009","ENSG00000251401","processed_pseudogene"
"14010","ENSG00000249152","lncRNA"
"14011","ENSG00000214676","processed_pseudogene"
"14012","ENSG00000243417","processed_pseudogene"
"14013","ENSG00000248511","lncRNA"
"14014","ENSG00000250769","processed_pseudogene"
"14015","ENSG00000169989","protein_coding"
"14016","ENSG00000258013","processed_pseudogene"
"14017","ENSG00000248104","processed_pseudogene"
"14018","ENSG00000164117","protein_coding"
"14019","ENSG00000286251","lncRNA"
"14020","ENSG00000241281","processed_pseudogene"
"14021","ENSG00000249675","lncRNA"
"14022","ENSG00000248480","processed_pseudogene"
"14023","ENSG00000109738","protein_coding"
"14024","ENSG00000251676","lncRNA"
"14025","ENSG00000127419","protein_coding"
"14026","ENSG00000250406","lncRNA"
"14027","ENSG00000270883","lncRNA"
"14028","ENSG00000243175","transcribed_processed_pseudogene"
"14029","ENSG00000249297","lncRNA"
"14030","ENSG00000248872","lncRNA"
"14031","ENSG00000248958","processed_pseudogene"
"14032","ENSG00000270669","processed_pseudogene"
"14033","ENSG00000154447","protein_coding"
"14034","ENSG00000170390","protein_coding"
"14035","ENSG00000251488","lncRNA"
"14036","ENSG00000287441","lncRNA"
"14037","ENSG00000153147","protein_coding"
"14038","ENSG00000250354","lncRNA"
"14039","ENSG00000251598","lncRNA"
"14040","ENSG00000279703","TEC"
"14041","ENSG00000250560","processed_pseudogene"
"14042","ENSG00000121210","protein_coding"
"14043","ENSG00000287292","lncRNA"
"14044","ENSG00000243929","processed_pseudogene"
"14045","ENSG00000250665","lncRNA"
"14046","ENSG00000250126","lncRNA"
"14047","ENSG00000109436","protein_coding"
"14048","ENSG00000286253","lncRNA"
"14049","ENSG00000251249","lncRNA"
"14050","ENSG00000145423","protein_coding"
"14051","ENSG00000248574","processed_pseudogene"
"14052","ENSG00000285713","protein_coding"
"14053","ENSG00000185477","protein_coding"
"14054","ENSG00000251162","processed_pseudogene"
"14055","ENSG00000249542","processed_pseudogene"
"14056","ENSG00000174780","protein_coding"
"14057","ENSG00000248287","processed_pseudogene"
"14058","ENSG00000270681","lncRNA"
"14059","ENSG00000180712","lncRNA"
"14060","ENSG00000251061","lncRNA"
"14061","ENSG00000248912","lncRNA"
"14062","ENSG00000286558","lncRNA"
"14063","ENSG00000109572","protein_coding"
"14064","ENSG00000251123","processed_pseudogene"
"14065","ENSG00000250609","processed_pseudogene"
"14066","ENSG00000248208","processed_pseudogene"
"14067","ENSG00000287770","unprocessed_pseudogene"
"14068","ENSG00000181541","protein_coding"
"14069","ENSG00000249309","lncRNA"
"14070","ENSG00000234111","lncRNA"
"14071","ENSG00000168785","protein_coding"
"14072","ENSG00000249599","lncRNA"
"14073","ENSG00000249275","lncRNA"
"14074","ENSG00000170180","protein_coding"
"14075","ENSG00000163644","protein_coding"
"14076","ENSG00000248921","processed_pseudogene"
"14077","ENSG00000248552","processed_pseudogene"
"14078","ENSG00000109458","protein_coding"
"14079","ENSG00000250835","processed_pseudogene"
"14080","ENSG00000286711","lncRNA"
"14081","ENSG00000249419","lncRNA"
"14082","ENSG00000251504","lncRNA"
"14083","ENSG00000230219","transcribed_processed_pseudogene"
"14084","ENSG00000052795","protein_coding"
"14085","ENSG00000164128","protein_coding"
"14086","ENSG00000251171","lncRNA"
"14087","ENSG00000198498","protein_coding"
"14088","ENSG00000249568","lncRNA"
"14089","ENSG00000251174","processed_pseudogene"
"14090","ENSG00000285745","processed_pseudogene"
"14091","ENSG00000163110","protein_coding"
"14092","ENSG00000286862","lncRNA"
"14093","ENSG00000248611","processed_pseudogene"
"14094","ENSG00000240669","processed_pseudogene"
"14095","ENSG00000250865","lncRNA"
"14096","ENSG00000250131","lncRNA"
"14097","ENSG00000178403","protein_coding"
"14098","ENSG00000248266","lncRNA"
"14099","ENSG00000145476","protein_coding"
"14100","ENSG00000249770","unprocessed_pseudogene"
"14101","ENSG00000121207","protein_coding"
"14102","ENSG00000171566","protein_coding"
"14103","ENSG00000164118","protein_coding"
"14104","ENSG00000168556","protein_coding"
"14105","ENSG00000248629","lncRNA"
"14106","ENSG00000168843","protein_coding"
"14107","ENSG00000249479","lncRNA"
"14108","ENSG00000249883","lncRNA"
"14109","ENSG00000251176","lncRNA"
"14110","ENSG00000250192","lncRNA"
"14111","ENSG00000249381","lncRNA"
"14112","ENSG00000287948","lncRNA"
"14113","ENSG00000250315","transcribed_processed_pseudogene"
"14114","ENSG00000071205","protein_coding"
"14115","ENSG00000250398","processed_pseudogene"
"14116","ENSG00000181359","transcribed_processed_pseudogene"
"14117","ENSG00000249924","lncRNA"
"14118","ENSG00000280005","lncRNA"
"14119","ENSG00000251445","lncRNA"
"14120","ENSG00000249500","lncRNA"
"14121","ENSG00000249819","processed_pseudogene"
"14122","ENSG00000249411","processed_pseudogene"
"14123","ENSG00000250034","lncRNA"
"14124","ENSG00000287424","lncRNA"
"14125","ENSG00000174473","protein_coding"
"14126","ENSG00000278974","TEC"
"14127","ENSG00000129116","protein_coding"
"14128","ENSG00000248755","processed_pseudogene"
"14129","ENSG00000248907","unprocessed_pseudogene"
"14130","ENSG00000249692","processed_pseudogene"
"14131","ENSG00000250345","processed_pseudogene"
"14132","ENSG00000249367","processed_pseudogene"
"14133","ENSG00000164303","protein_coding"
"14134","ENSG00000249951","lncRNA"
"14135","ENSG00000248319","lncRNA"
"14136","ENSG00000251452","processed_pseudogene"
"14137","ENSG00000248388","lncRNA"
"14138","ENSG00000250180","lncRNA"
"14139","ENSG00000245112","lncRNA"
"14140","ENSG00000182552","protein_coding"
"14141","ENSG00000249513","lncRNA"
"14142","ENSG00000251195","processed_pseudogene"
"14143","ENSG00000249004","processed_pseudogene"
"14144","ENSG00000280241","lncRNA"
"14145","ENSG00000271646","lncRNA"
"14146","ENSG00000287144","lncRNA"
"14147","ENSG00000251433","processed_pseudogene"
"14148","ENSG00000083857","protein_coding"
"14149","ENSG00000242318","processed_pseudogene"
"14150","ENSG00000250604","lncRNA"
"14151","ENSG00000249609","lncRNA"
"14152","ENSG00000249096","lncRNA"
"14153","ENSG00000164168","protein_coding"
"14154","ENSG00000233110","lncRNA"
"14155","ENSG00000250626","lncRNA"
"14156","ENSG00000250726","processed_pseudogene"
"14157","ENSG00000250839","unprocessed_pseudogene"
"14158","ENSG00000249386","unprocessed_pseudogene"
"14159","ENSG00000287730","lncRNA"
"14160","ENSG00000281627","unprocessed_pseudogene"
"14161","ENSG00000164136","protein_coding"
"14162","ENSG00000244021","processed_pseudogene"
"14163","ENSG00000251248","lncRNA"
"14164","ENSG00000248376","processed_pseudogene"
"14165","ENSG00000249955","lncRNA"
"14166","ENSG00000248305","processed_pseudogene"
"14167","ENSG00000248330","lncRNA"
"14168","ENSG00000249462","processed_pseudogene"
"14169","ENSG00000168491","protein_coding"
"14170","ENSG00000245685","lncRNA"
"14171","ENSG00000287216","lncRNA"
"14172","ENSG00000281720","unprocessed_pseudogene"
"14173","ENSG00000279943","TEC"
"14174","ENSG00000286494","lncRNA"
"14175","ENSG00000187821","protein_coding"
"14176","ENSG00000248770","unprocessed_pseudogene"
"14177","ENSG00000249627","processed_pseudogene"
"14178","ENSG00000109762","protein_coding"
"14179","ENSG00000273180","lncRNA"
"14180","ENSG00000248174","lncRNA"
"14181","ENSG00000287083","lncRNA"
"14182","ENSG00000235149","lncRNA"
"14183","ENSG00000168310","protein_coding"
"14184","ENSG00000213331","processed_pseudogene"
"14185","ENSG00000280757","unprocessed_pseudogene"
"14186","ENSG00000251418","processed_pseudogene"
"14187","ENSG00000272784","lncRNA"
"14188","ENSG00000250725","processed_pseudogene"
"14189","ENSG00000272297","protein_coding"
"14190","ENSG00000249378","lncRNA"
"14191","ENSG00000286292","lncRNA"
"14192","ENSG00000272744","lncRNA"
"14193","ENSG00000249901","lncRNA"
"14194","ENSG00000250266","lncRNA"
"14195","ENSG00000248206","lncRNA"
"14196","ENSG00000227765","processed_pseudogene"
"14197","ENSG00000250327","processed_pseudogene"
"14198","ENSG00000164129","protein_coding"
"14199","ENSG00000251297","unprocessed_pseudogene"
"14200","ENSG00000249074","processed_pseudogene"
"14201","ENSG00000280250","TEC"
"14202","ENSG00000241877","processed_pseudogene"
"14203","ENSG00000164123","protein_coding"
"14204","ENSG00000251128","lncRNA"
"14205","ENSG00000231171","lncRNA"
"14206","ENSG00000268471","lncRNA"
"14207","ENSG00000280284","TEC"
"14208","ENSG00000229894","protein_coding"
"14209","ENSG00000235902","lncRNA"
"14210","ENSG00000248431","lncRNA"
"14211","ENSG00000287226","lncRNA"
"14212","ENSG00000248197","lncRNA"
"14213","ENSG00000251407","unprocessed_pseudogene"
"14214","ENSG00000249056","processed_pseudogene"
"14215","ENSG00000286371","lncRNA"
"14216","ENSG00000287433","lncRNA"
"14217","ENSG00000248816","lncRNA"
"14218","ENSG00000038295","protein_coding"
"14219","ENSG00000287298","lncRNA"
"14220","ENSG00000249284","processed_pseudogene"
"14221","ENSG00000164114","protein_coding"
"14222","ENSG00000109576","protein_coding"
"14223","ENSG00000287775","lncRNA"
"14224","ENSG00000280457","unprocessed_pseudogene"
"14225","ENSG00000249875","lncRNA"
"14226","ENSG00000249317","lncRNA"
"14227","ENSG00000248249","processed_pseudogene"
"14228","ENSG00000260596","protein_coding"
"14229","ENSG00000251253","processed_pseudogene"
"14230","ENSG00000168594","protein_coding"
"14231","ENSG00000287169","lncRNA"
"14232","ENSG00000250488","lncRNA"
"14233","ENSG00000109670","protein_coding"
"14234","ENSG00000249008","lncRNA"
"14235","ENSG00000109674","protein_coding"
"14236","ENSG00000282994","processed_pseudogene"
"14237","ENSG00000164122","protein_coding"
"14238","ENSG00000251025","processed_pseudogene"
"14239","ENSG00000250993","lncRNA"
"14240","ENSG00000248162","processed_pseudogene"
"14241","ENSG00000150628","protein_coding"
"14242","ENSG00000270387","processed_pseudogene"
"14243","ENSG00000287571","lncRNA"
"14244","ENSG00000164344","protein_coding"
"14245","ENSG00000248339","lncRNA"
"14246","ENSG00000249642","lncRNA"
"14247","ENSG00000250024","lncRNA"
"14248","ENSG00000088926","protein_coding"
"14249","ENSG00000249269","lncRNA"
"14250","ENSG00000249742","lncRNA"
"14251","ENSG00000145416","protein_coding"
"14252","ENSG00000250053","processed_pseudogene"
"14253","ENSG00000261914","processed_pseudogene"
"14254","ENSG00000150630","protein_coding"
"14255","ENSG00000251223","unprocessed_pseudogene"
"14256","ENSG00000232648","lncRNA"
"14257","ENSG00000249425","lncRNA"
"14258","ENSG00000109586","protein_coding"
"14259","ENSG00000251008","processed_pseudogene"
"14260","ENSG00000241011","processed_pseudogene"
"14261","ENSG00000145414","protein_coding"
"14262","ENSG00000185758","protein_coding"
"14263","ENSG00000250263","lncRNA"
"14264","ENSG00000240159","processed_pseudogene"
"14265","ENSG00000250372","processed_pseudogene"
"14266","ENSG00000248327","processed_pseudogene"
"14267","ENSG00000154556","protein_coding"
"14268","ENSG00000248980","lncRNA"
"14269","ENSG00000279384","TEC"
"14270","ENSG00000279994","TEC"
"14271","ENSG00000164144","protein_coding"
"14272","ENSG00000227283","processed_pseudogene"
"14273","ENSG00000250200","processed_pseudogene"
"14274","ENSG00000251359","lncRNA"
"14275","ENSG00000218336","protein_coding"
"14276","ENSG00000173320","protein_coding"
"14277","ENSG00000129128","protein_coding"
"14278","ENSG00000281652","unprocessed_pseudogene"
"14279","ENSG00000184108","protein_coding"
"14280","ENSG00000151617","protein_coding"
"14281","ENSG00000249460","lncRNA"
"14282","ENSG00000250523","processed_pseudogene"
"14283","ENSG00000248822","processed_pseudogene"
"14284","ENSG00000250968","lncRNA"
"14285","ENSG00000249084","lncRNA"
"14286","ENSG00000250596","transcribed_processed_pseudogene"
"14287","ENSG00000164323","protein_coding"
"14288","ENSG00000196104","protein_coding"
"14289","ENSG00000250431","lncRNA"
"14290","ENSG00000248739","processed_pseudogene"
"14291","ENSG00000260303","lncRNA"
"14292","ENSG00000248748","unprocessed_pseudogene"
"14293","ENSG00000198948","protein_coding"
"14294","ENSG00000250754","lncRNA"
"14295","ENSG00000109466","protein_coding"
"14296","ENSG00000251584","lncRNA"
"14297","ENSG00000151729","protein_coding"
"14298","ENSG00000164167","protein_coding"
"14299","ENSG00000287544","lncRNA"
"14300","ENSG00000250673","protein_coding"
"14301","ENSG00000248396","processed_pseudogene"
"14302","ENSG00000109775","protein_coding"
"14303","ENSG00000280799","unprocessed_pseudogene"
"14304","ENSG00000251482","processed_pseudogene"
"14305","ENSG00000251200","lncRNA"
"14306","ENSG00000250042","lncRNA"
"14307","ENSG00000250252","lncRNA"
"14308","ENSG00000270751","lncRNA"
"14309","ENSG00000038002","protein_coding"
"14310","ENSG00000250829","lncRNA"
"14311","ENSG00000250547","processed_pseudogene"
"14312","ENSG00000250980","processed_pseudogene"
"14313","ENSG00000250910","lncRNA"
"14314","ENSG00000242635","processed_pseudogene"
"14315","ENSG00000164164","protein_coding"
"14316","ENSG00000270426","lncRNA"
"14317","ENSG00000248913","processed_pseudogene"
"14318","ENSG00000250475","unprocessed_pseudogene"
"14319","ENSG00000236296","transcribed_processed_pseudogene"
"14320","ENSG00000164031","protein_coding"
"14321","ENSG00000145431","protein_coding"
"14322","ENSG00000287349","lncRNA"
"14323","ENSG00000249943","processed_pseudogene"
"14324","ENSG00000248637","processed_pseudogene"
"14325","ENSG00000189099","protein_coding"
"14326","ENSG00000286720","lncRNA"
"14327","ENSG00000278880","TEC"
"14328","ENSG00000164162","protein_coding"
"14329","ENSG00000248694","lncRNA"
"14330","ENSG00000250997","processed_pseudogene"
"14331","ENSG00000270265","lncRNA"
"14332","ENSG00000183432","processed_pseudogene"
"14333","ENSG00000248880","processed_pseudogene"
"14334","ENSG00000287504","lncRNA"
"14335","ENSG00000248601","lncRNA"
"14336","ENSG00000171509","protein_coding"
"14337","ENSG00000250150","lncRNA"
"14338","ENSG00000250739","lncRNA"
"14339","ENSG00000225356","processed_pseudogene"
"14340","ENSG00000279845","TEC"
"14341","ENSG00000249409","lncRNA"
"14342","ENSG00000249679","lncRNA"
"14343","ENSG00000056050","protein_coding"
"14344","ENSG00000286119","lncRNA"
"14345","ENSG00000270336","processed_pseudogene"
"14346","ENSG00000250620","lncRNA"
"14347","ENSG00000249747","lncRNA"
"14348","ENSG00000052802","protein_coding"
"14349","ENSG00000235606","processed_pseudogene"
"14350","ENSG00000272218","lncRNA"
"14351","ENSG00000151612","protein_coding"
"14352","ENSG00000286302","lncRNA"
"14353","ENSG00000287183","lncRNA"
"14354","ENSG00000250704","lncRNA"
"14355","ENSG00000197410","protein_coding"
"14356","ENSG00000251244","lncRNA"
"14357","ENSG00000164142","protein_coding"
"14358","ENSG00000250410","lncRNA"
"14359","ENSG00000168564","protein_coding"
"14360","ENSG00000273449","lncRNA"
"14361","ENSG00000249162","processed_pseudogene"
"14362","ENSG00000248548","unprocessed_pseudogene"
"14363","ENSG00000287822","lncRNA"
"14364","ENSG00000283383","lncRNA"
"14365","ENSG00000249458","lncRNA"
"14366","ENSG00000249193","processed_pseudogene"
"14367","ENSG00000250666","lncRNA"
"14368","ENSG00000279139","TEC"
"14369","ENSG00000280219","TEC"
"14370","ENSG00000249525","processed_pseudogene"
"14371","ENSG00000240992","processed_pseudogene"
"14372","ENSG00000179059","protein_coding"
"14373","ENSG00000249127","unprocessed_pseudogene"
"14374","ENSG00000286734","lncRNA"
"14375","ENSG00000279098","TEC"
"14376","ENSG00000182168","protein_coding"
"14377","ENSG00000151718","protein_coding"
"14378","ENSG00000250357","lncRNA"
"14379","ENSG00000251632","lncRNA"
"14380","ENSG00000164120","protein_coding"
"14381","ENSG00000249539","processed_pseudogene"
"14382","ENSG00000281058","unprocessed_pseudogene"
"14383","ENSG00000286860","lncRNA"
"14384","ENSG00000251611","lncRNA"
"14385","ENSG00000250590","lncRNA"
"14386","ENSG00000168538","protein_coding"
"14387","ENSG00000248521","processed_pseudogene"
"14388","ENSG00000272566","lncRNA"
"14389","ENSG00000229204","processed_pseudogene"
"14390","ENSG00000250622","processed_pseudogene"
"14391","ENSG00000283043","processed_pseudogene"
"14392","ENSG00000251336","lncRNA"
"14393","ENSG00000250706","lncRNA"
"14394","ENSG00000151005","protein_coding"
"14395","ENSG00000250350","unprocessed_pseudogene"
"14396","ENSG00000250971","lncRNA"
